sample	origin_pop	origin_type	treatment_pop	treatment_type	code	comparison_type	comparison_pop	comparison_3levels	F_FW_rosette	F_FW_aboveground_tot	F_FW_root	F_DW_rosette	F_DW_aboveground_tot	F_DW_root	F_RGR_max	F_WC1	F_WC2	F_LMA	F_fvfm	F_PIabs	F_Zn_S	F_Cd_S	F_Pb_S	F_Mg_S	F_Ca_S	F_K_S	F_Na_S	F_Cu_S	F_Fe_S	F_P_S	F_Zn_R	F_Cd_R	F_Pb_R	F_Mg_R	F_Ca_R	F_K_R	F_Na_R	F_Cu_R	F_Fe_R	F_P_R	F_rosette_hight	F_stem_nr	F_max_stem_length	F_epid_up	F_mes	F_epid_low	F_whole_leaf	F_cuti_up	F_cuti_low	F_stom_size_up_la	F_stom_size_up_sa	F_stom_area_up	F_stom_size_low_la	F_stom_size_low_sa	F_stom_area_low	F_stom_dens_low	F_stom_dens_up	F_palisade_long	F_palisade_short	F_trich_dens_up	F_trich_dens_low	F_whole_leaf_added	F_epid_up_propa	F_mes_propa	F_epid_low_propa	F_protection	F_assim_protection_prop	F_epid_up_propb	F_mes_propb	F_epid_low_propb	F_palisade_index	F_pollen_n_alive	F_pollen_n_dead	F_pollen_n_degen	F_pollen_n_deaddegen	F_pollen_n_all	F_pollen_viability_perc	F_pollen_dead_perc	F_pollen_degen_perc	F_pollen_deaddegen_perc	F_pollen_diameter
M_PL22_109	M_PL22	M	M_PL27	M	M_PL22_109_M_PL27	sympatric	allopatric	near_allopatric	1.484	1.737	0.643	0.229	0.292	0.2663	0.044594282	90.56603774	9.6	0.002610484	0.794	1.5003	9890	225.1	253.4	7921	19827	25199	37	4.6	1741.495	0.19	2628	125.9	835.2	3569	5168	10409	39	5.5	492.245	0.09	2.333333333	16	61	18.2699995	109.165001	15.46	135.735001	0.7	0.625	16.68916642	13.86416667	182.3518447	17.32166675	13.855	188.6567696	175.070028	385.1540616	39.789999	30.08	0	0	142.8950005	0.134600504	0.804250932	0.113898404	33.7299995	3.236436484	0.127856114	0.763952557	0.108191329	1.322805818	630	7	6	13	643	97.98	1.09	0.93	2.021772939	16.88333333
M_PL22_109	M_PL22	M	NM_PL14	NM	M_PL22_109_NM_PL14	allopatric	allopatric	far_allopatric	3.734	5.198	0.367	0.479	0.863	0.135	0.031936147	87.5	7	0.006225932	0.832333333	2.6083	5584	90.7	1.2	4453	16309	18175	105	6.5	1118.885	0.46	2003	39.2	2.3	1475	4029	11548	40	9.5	662.873	0.4	1.5	26	35	14.35	79.1500015	10.99	99.349998	0.725	0.715	16.55583308	13.6525	178.4864029	14.85750008	12.4125	146.6613139	525.210084	595.2380952	37.6049995	31.8950005	1.343440968	2.351021694	104.4900015	0.144438855	0.796678441	0.110619026	25.34	3.123520185	0.137333714	0.757488758	0.105177527	1.179024891	565	7	5	12	577	97.92	1.21	0.87	2.079722704	16.22166667
M_PL22_109	M_PL22	M	NM_PL35	NM	M_PL22_109_NM_PL35	allopatric	allopatric	far_allopatric	NA	NA	NA	NA	NA	NA	0.022308857	81.39534884	4.375	0.01314813	0.800666667	2.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.666666667	23.66666667	37.33333333	21.42	97.155003	17.73	124.6500015	0.615	0.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.738892532	0.134344097	136.305003	0.171841153	0.779422397	0.142238265	39.15	2.481609272	0.15714757	0.7127765	0.13007593	NA	556	7	1	8	564	98.58	1.24	0.18	1.418439716	17.20166667
M_PL22_110	M_PL22	M	M_PL22	M	M_PL22_110_M_PL22	sympatric	sympatric	sympatric	0.18	0.18	0.494	0.0513	0.0513	0.0811	0.01971322	NA	NA	0.013201817	0.7985	2.3715	8292	200.1	732.5	5140	15108	8032	71	17.8	9882.925	0.41	2996	151.7	450	2062	4321	8616	59	19.6	3342.954	0.08	0.166666667	4	20.33333333	17.83	111.3950005	12.755	132.8999975	0.57	0.595	16.95083333	13.70166675	183.3316589	16.48250017	14.15916667	183.9107402	315.1260504	420.1680672	34.2199995	20.515	1.343440968	0.671720484	141.9800005	0.134161026	0.838186626	0.095974419	30.585	3.642144859	0.125581067	0.784582336	0.089836596	1.668047746	514	1	5	6	520	98.85	0.19	0.96	1.153846154	17.02833333
M_PL22_110	M_PL22	M	M_PL27	M	M_PL22_110_M_PL27	sympatric	allopatric	near_allopatric	NA	NA	NA	NA	NA	NA	0.045336861	84.21052632	5.333	0.004991221	0.789	3.3973	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	10	47	19.9250005	121.080002	12.735	149.794998	0.62	0.56	16.17749992	13.80916667	175.9926674	15.89833325	13.43	168.2039916	402.6610644	472.6890756	36.59	23.785	2.686881936	1.410613016	153.7400025	0.133015126	0.808304707	0.08501619	32.6600005	3.707287206	0.129601926	0.787563419	0.082834655	1.538364515	812	3	10	13	825	98.42	0.36	1.21	1.575757576	17.86833333
M_PL22_110	M_PL22	M	NM_PL14	NM	M_PL22_110_NM_PL14	allopatric	allopatric	far_allopatric	6.818	9.324	0.235	0.764	1.249	0.113	0.031579106	87.16475096	6.791	0.004274204	0.8295	3.4955	9401	20.1	1.5	3717	12873	21163	130	7.7	1960.919	0.47	NA	39.1	2.7	1040	3988	3488	97	14.1	1239.3545	0.12	2	30.5	37.5	21.2349995	92.4799995	16.16	124.5649985	0.68	0.705	15.52249975	13.7525	169.3036715	14.735	13.34	155.2850764	210.0840336	280.1120448	39.6550005	31.715	0	0	129.874999	0.170473245	0.742423639	0.129731467	37.3949995	2.473057915	0.163503366	0.712069299	0.124427335	1.250354738	400	5	87	92	492	81.3	1.02	17.68	18.69918699	17.975
M_PL22_110	M_PL22	M	NM_PL35	NM	M_PL22_110_NM_PL35	allopatric	allopatric	far_allopatric	NA	NA	NA	NA	NA	NA	0.018073627	82.4742268	4.777	0.011826682	0.8035	1.9295	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.166666667	25.33333333	48.33333333	18.545	85.584999	13.7	109.234997	0.595	0.58	16.97916642	14.845	198.1432629	17.4083335	15.39666658	211.7388623	560.2240896	420.1680672	32.12	25.1099995	2.351021694	2.686881936	117.829999	0.169771598	0.783494314	0.125417681	32.245	2.654209924	0.157387763	0.726343034	0.116269202	1.27917167	403	5	1	6	409	98.53	1.22	0.24	1.466992665	14.48833333
M_PL27_101	M_PL27	M	M_PL22	M	M_PL27_101_M_PL22	sympatric	allopatric	near_allopatric	3.342	3.342	3.017	0.4576	0.4576	0.5991	0.030252968	NA	NA	0.006047176	0.801	2.1115	9983	113.9	183.6	6945	19167	16937	32	11.3	2254.467	0.31	2948	92.8	132.7	3954	3591	16599	25	4.1	249.513	0.29	1	13.66666667	31.33333333	28.0500005	147.9800035	17.7600005	176.1050035	0.595	0.51	17.8583335	15.97666675	225.9335166	17.29166658	14.85916667	201.9732722	192.5770308	280.1120448	42.0650005	33.1350005	0	0	193.7900045	0.159279975	0.840294146	0.100848926	45.810001	3.230299067	0.14474431	0.763610094	0.091645596	1.269503542	279	3	0	3	282	98.94	1.06	0	1.063829787	17.115
M_PL27_101	M_PL27	M	M_PL27	M	M_PL27_101_M_PL27	sympatric	sympatric	sympatric	0.01	13.354	0.766	NA	2.056	0.2656	0.043612091	87.60162602	7.066	0.002655252	0.796666667	3.4827	12272	252.1	259.2	9350	23465	17069	37	4	1180.916	0.23	2247	121.1	837.6	2549	5452	15958	41	4.9	373.777	0.11	2.333333333	12	61	19.2649995	86.709999	19.0649995	118.970001	0.72	0.67	15.49333308	13.25166667	162.6414073	14.96999983	13.60583333	160.2033688	140.0560224	297.6190476	40.050001	32.5950005	0	0	125.039998	0.161931574	0.728839189	0.160250478	38.329999	2.262196746	0.154070696	0.693458097	0.152471208	1.228716073	580	6	4	10	590	98.31	1.02	0.68	1.694915254	17.71666667
M_PL27_101	M_PL27	M	NM_PL14	NM	M_PL27_101_NM_PL14	allopatric	allopatric	far_allopatric	5.696	32.141	1.161	0.761	5.235	0.235	0.031696636	88.13559322	7.429	0.00163304	0.825	2.522	10053	129.1	2	5009	19251	21425	93	6.4	2797.842	0.4	3887	74.7	6.6	1006	3273	17603	68	7.5	856.362	0.4	1.333333333	26	52.66666667	17.9399995	89.465	14.8199995	112.6849975	0.54	0.6	16.70749992	12.76166667	168.3218801	16.86083292	13.67833333	181.1245797	140.0560224	297.6190476	35.9650005	28.0550005	0	0	122.224999	0.159204862	0.793938874	0.131517059	32.759999	2.730921939	0.146778479	0.731969734	0.121251787	1.281946172	631	7	19	26	657	96.04	1.07	2.89	3.95738204	17.41833333
M_PL27_101	M_PL27	M	NM_PL35	NM	M_PL27_101_NM_PL35	allopatric	allopatric	far_allopatric	3.698	8.249	3.63	0.6904	0.7048	0.7416	0.020839778	82.37885463	4.675	0.012198564	0.817	2.1053	1506	26.1	1.7	1968	5054	15648	38	4.8	688.916	0.27	1887	11.5	1.2	1595	3697	9373	58	7.7	189.5835	0.18	2.166666667	26	23	16.7950005	82.6149975	13.795	109.669998	0.5	0.465	15.94416667	14.2125	178.9584365	17.6491665	15.22999992	212.5070363	332.6330532	245.0980392	36.710001	25.085	0	0	113.204998	0.153141249	0.753305362	0.125786453	30.5900005	2.700719063	0.148359178	0.729782244	0.121858577	1.463424397	817	10	0	10	827	98.79	1.21	0	1.209189843	16.89833333
M_PL27_102	M_PL27	M	M_PL22	M	M_PL27_102_M_PL22	sympatric	allopatric	near_allopatric	1.724	1.724	2.075	0.2843	0.2843	0.4288	0.022413435	80	4	NA	0.808833333	1.8463	9160	101.7	271.4	5819	20992	17287	42	10	3753.531	0.36	3926	56.4	88.7	3477	4460	15474	19	5	385.0525	0.4	0.166666667	15.66666667	12	16.3600005	112.6100005	15.5100005	137.225006	0.6	0.495	15.55000025	13.62999983	168.4207106	15.11083325	11.63666667	138.4683986	245.0980392	350.140056	26.209999	18.0149995	0.40303229	0	144.4800015	0.119220257	0.820623032	0.113026051	31.870001	3.533416911	0.113233668	0.779415831	0.107350501	1.45489868	521	3	7	10	531	98.12	0.56	1.32	1.883239171	15.83333333
M_PL27_102	M_PL27	M	M_PL27	M	M_PL27_102_M_PL27	sympatric	sympatric	sympatric	0.01	2.689	0.29	NA	0.608	0.0529	0.055475273	82.15488215	4.604	0.002508818	0.80475	2.493	15793	135.6	38.1	7275	21040	19039	65	3.7	667.503	0.19	4518	52	81.4	3088	6890	14047	71	6	253.615	0.14	1.333333333	18.33333333	60.33333333	22.0699995	121.884998	14.2499995	147.385002	0.74	0.69	15.73833333	13.65583333	169.0931286	16.37249992	13.685	176.1064913	192.5770308	332.6330532	38.030001	26.13	0.470204339	0	158.204997	0.149743863	0.826983725	0.096685547	36.319999	3.355864575	0.139502544	0.770424451	0.090073005	1.45541527	697	14	21	35	732	95.22	1.91	2.87	4.781420765	16.12
M_PL27_102	M_PL27	M	NM_PL14	NM	M_PL27_102_NM_PL14	allopatric	allopatric	far_allopatric	8.915	42.957	1.075	0.933	6.078	0.278	0.031018654	89.25619835	8.308	0.001960013	0.833333333	1.7037	10907	158.9	2.6	5746	20739	20656	102	8.1	2479.229	0.46	5124	73.1	1.6	1748	3822	18104	56	14.5	527.08	0.44	0	17.33333333	36.66666667	17.7600005	83.9850005	16.940001	117.454998	0.585	0.575	15.49249983	14.66416667	179.2108878	14.90500008	14.5025	169.9148002	315.1260504	367.6470588	27.3000005	24.9750005	0.335860242	0	118.685002	0.151206852	0.715039819	0.144225459	34.7000015	2.420316913	0.149639805	0.707629432	0.142730764	1.093093091	479	6	12	18	497	96.38	1.21	2.41	3.621730382	16.43833333
M_PL27_102	M_PL27	M	NM_PL35	NM	M_PL27_102_NM_PL35	allopatric	allopatric	far_allopatric	6.306	10.288	4.598	0.7708	1.505	1.1302	0.019964511	82.32445521	4.658	0.007702223	0.772	1.395	2327	14.7	1.2	4178	10987	20603	46	4.3	915.09	0.36	1052	9.7	1.3	1783	2918	5769	83	5.2	264.897	0.16	0	26	39.33333333	18.9899995	97.6749995	16.58	120.9349975	0.645	0.465	16.87750025	14.72833333	195.627082	15.9275	14.20166658	178.2636264	402.6610644	262.605042	37.660002	28.4750005	0.40303229	0	133.244999	0.157026501	0.807665287	0.137098444	35.5699995	2.74599384	0.142519416	0.733048146	0.124432437	1.322563699	598	6	0	6	604	99.01	0.99	0	0.993377483	16.23833333
M_PL27_103	M_PL27	M	M_PL22	M	M_PL27_103_M_PL22	sympatric	allopatric	near_allopatric	2.967	2.967	1.936	0.4529	0.4529	0.4826	0.020571069	88.01742919	7.345	0.00395886	0.799	2.4277	10544	102.2	248.5	4652	19333	19211	42	8.9	3642.615	0.41	3756	51.4	61.4	1678	3377	13967	17	3.9	369.2625	0.46	0.333333333	15.66666667	32	14.77	115.454998	14.495	142.269997	0.595	0.63	16.72749983	14.63333333	193.7007182	14.61749992	13.67833325	158.5389397	420.1680672	455.1820728	31.33	17.299999	0.40303229	0	144.719998	0.103816689	0.811520352	0.101883744	29.265	3.945156262	0.10205915	0.797781921	0.100158929	1.810982764	222	1	0	1	223	99.55	0.45	0	0.448430493	18.83333333
M_PL27_103	M_PL27	M	M_PL27	M	M_PL27_103_M_PL27	sympatric	sympatric	sympatric	5.605	5.605	1.37	0.777	0.777	0.2611	0.060641683	87.5	7	0.00356394	0.81	3.1003	22167	133.8	33.5	7290	19526	17632	27	2.9	562.024	0.21	7459	60.4	41.1	3024	11357	13940	67	6.2	433.935	0.19	5	24	32	19.3450005	150.854996	15.29	180.57	0.58	0.705	18.02000017	13.41916667	190.1921714	17.05249983	14.02166667	187.7824879	245.0980392	455.1820728	55.4599995	39.8850005	1.880817355	2.888398081	185.4899965	0.107132971	0.835437758	0.084676303	34.6350005	4.355565001	0.104291341	0.813278338	0.082430321	1.390497651	902	4	2	6	908	99.34	0.44	0.22	0.660792952	17.075
M_PL27_103	M_PL27	M	NM_PL14	NM	M_PL27_103_NM_PL14	allopatric	allopatric	far_allopatric	26.369	63.449	1.721	2.402	6.798	0.379	0.031893876	87.7587146	7.172727273	0.00155732	0.829	2.2453	9574	104.1	2.3	4034	13457	19685	129	8.7	1290.849	0.44	4905	42	7.7	1666	4334	16704	67	8.1	1750.83	0.37	1.666666667	14	52.66666667	14.17	95.5	12.125	121.0550005	0.7	0.595	16.25666675	14.05666667	180.1990329	16.39999992	13.88166667	178.7040517	192.5770308	472.6890756	36.16	26.4250005	0.134344097	0.201516145	121.795	0.117054231	0.788897605	0.100161083	26.295	3.631869177	0.116343035	0.784104438	0.099552527	1.368401109	654	8	9	17	671	97.47	1.19	1.34	2.533532042	17.69166667
M_PL27_103	M_PL27	M	NM_PL35	NM	M_PL27_103_NM_PL35	allopatric	allopatric	far_allopatric	18.003	40.417	6.753	2.0533	2.9862	1.7045	0.03025323	82.46225319	4.702	0.005086181	0.801666667	1.412	3056	21	1.2	3175	9821	18613	49	4.1	769.267	0.41	1933	10.5	2.7	1589	5168	9644	43	5.2	251.6165	0.31	0.666666667	34	29.33333333	16.195	98.0250015	14.525	124.100002	0.65	0.6	17.83416683	15.01916667	210.5227922	16.6566665	14.21666658	186.3251476	507.7030812	262.605042	33.2799995	22.1850005	0.067172048	0.201516145	128.7450015	0.130499595	0.789887187	0.117042706	30.72	3.190918018	0.125791291	0.761388795	0.112819914	1.500112632	735	2	0	2	737	99.73	0.27	0	0.271370421	15.92
M_PL27_104	M_PL27	M	M_PL22	M	M_PL27_104_M_PL22	sympatric	allopatric	near_allopatric	2.059	2.059	1.092	0.4185	0.4185	0.2126	0.018140893	75.51020408	3.083	0.006254225	0.791333333	1.195	6473	120.9	240.9	3224	10855	15837	31	8	3119.108	0.31	4011	134.5	125.5	2555	5708	11490	33	7.5	811.44	0.31	0.666666667	10.66666667	21	17.7150005	111.8250005	12.275	134.5100025	0.675	0.59	17.26666692	15.035	204.4163815	16.78999983	14.04083333	185.6146645	245.0980392	350.140056	32.3600005	25.6649995	0	0	141.815001	0.131700247	0.831350817	0.091257154	29.9900005	3.728742869	0.124916267	0.788527305	0.086556429	1.260861139	517	5	0	5	522	99.04	0.96	0	0.957854406	19.80833333
M_PL27_104	M_PL27	M	M_PL27	M	M_PL27_104_M_PL27	sympatric	sympatric	sympatric	5.632	5.632	3.977	0.739	0.739	0.614	0.040538999	85.19480519	5.754	0.004244805	0.810666667	2.199	12491	256.1	272.1	8129	24550	18414	21	3.6	1351.913	0.24	1726	108	493.7	1662	3659	12622	97	3.9	121.421	0.11	1.333333333	7.333333333	46.66666667	20.839999	131.1050035	16.1099995	164.6299975	0.725	0.605	16.62583325	14.4375	189.5543731	16.55416692	13.9675	182.151901	157.5630252	315.1260504	56.4799995	45.67	0	0	168.055002	0.126586888	0.796361571	0.097855796	36.9499985	3.548173446	0.124007014	0.780131516	0.09586147	1.23669804	482	11	23	34	516	93.41	2.13	4.46	6.589147287	15.74833333
M_PL27_104	M_PL27	M	NM_PL14	NM	M_PL27_104_NM_PL14	allopatric	allopatric	far_allopatric	14.796	34.015	1.452	1.51	5.245	0.317	0.027653354	89.59681434	8.612	NA	0.832666667	2.371	9607	142.3	2.2	4797	19144	17945	98	7.8	2967.936	0.52	3246	62	1.2	1018	3191	17571	57	7.3	1989.1395	0.4	2	10.33333333	55	24.2300005	100.4099995	14.74	129.334999	0.585	0.545	16.34416633	13.9875	179.6331554	16.57416692	14.6325	190.4607919	157.5630252	402.6610644	39.110001	24.035001	0	0	139.38	0.187342952	0.776355977	0.113967604	38.9700005	2.576597337	0.173841301	0.720404646	0.105754054	1.627210292	586	13	13	26	612	95.75	2.12	2.12	4.248366013	16.18
M_PL27_104	M_PL27	M	NM_PL35	NM	M_PL27_104_NM_PL35	allopatric	allopatric	far_allopatric	NA	NA	NA	NA	NA	NA	0.02094842	81.32075472	4.354	0.006771183	0.747833333	0.7473	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.333333333	25.66666667	49	23.75	117.824997	23.67	147.830002	0.645	0.51	18.4308335	14.67166667	212.4137888	17.01749983	14.98250008	200.7374547	367.6470588	227.5910364	54.215	41.824999	0	0	165.244997	0.16065751	0.797030342	0.160116348	47.42	2.484711029	0.143725985	0.713032159	0.143241856	1.296234341	627	31	15	46	673	93.16	4.61	2.23	6.835066865	14.08833333
M_PL27_105	M_PL27	M	M_PL22	M	M_PL27_105_M_PL22	sympatric	allopatric	near_allopatric	15.496	21.343	5.724	2.2509	3.5826	1.0753	0.019972474	83.80462725	5.175	0.00503273	0.804333333	2.29	8221	134.4	171.3	4962	16891	17538	34	6.9	2531.966	0.3	3770	109.8	170.5	2698	4746	13715	25	5.9	550.896	0.24	0.666666667	13.66666667	32	20.9300005	132.0999985	17.56	164.610001	0.645	0.575	17.68333342	15.31333342	212.7003416	17.5	14.83833333	204.0048822	245.0980392	332.6330532	39.6499995	35.0649995	0	0	170.589999	0.127149021	0.802502872	0.106676386	38.4900005	3.432060192	0.122691838	0.774371295	0.102936867	1.130757167	280	0	0	0	280	100	0	0	0	15.63166667
M_PL27_105	M_PL27	M	M_PL27	M	M_PL27_105_M_PL27	sympatric	sympatric	sympatric	12.485	12.485	2.905	1.658	1.991	0.485	0.048212554	84.05315615	5.271	0.006104077	0.796666667	2.0327	8875	286	225.8	6767	15926	23536	21	4	1251.059	0.2	2874	130.9	835	2713	3381	11483	34	3.6	401.8215	0.11	4.666666667	16.66666667	66.33333333	22.9549995	155.3099975	15.6349995	185.2699965	0.84	0.63	16.70583342	14.20333333	186.6433032	18.43416667	14.805	214.829796	192.5770308	350.140056	42.334999	37.880001	0	0	193.8999965	0.123900253	0.838290065	0.084390348	38.589999	4.024617816	0.118385765	0.800979888	0.080634346	1.117608181	889	5	5	10	899	98.89	0.56	0.56	1.112347052	18.02
M_PL27_105	M_PL27	M	NM_PL14	NM	M_PL27_105_NM_PL14	allopatric	allopatric	far_allopatric	18.48	47.669	1.019	2.32	7.121	0.362	0.027711943	87.5	7	0.002004303	0.830666667	2.791	8301	100.3	1.8	5079	16274	17944	66	7.4	2068.259	0.36	4110	63	8.7	1425	4090	15238	37	7.4	247.026	0.3	0	7	43	17.96	103.0600015	13.085	131.4599995	0.66	0.595	15.70083325	12.96333333	161.020426	16.70250017	14.03666675	186.4191984	245.0980392	332.6330532	32.4449985	27.2600005	0	0	134.1050015	0.136619505	0.783964718	0.099535981	31.045	3.319697262	0.133924908	0.768502296	0.097572796	1.190205352	432	9	8	17	449	96.21	2	1.78	3.786191537	18.42833333
M_PL27_105	M_PL27	M	NM_PL35	NM	M_PL27_105_NM_PL35	allopatric	allopatric	far_allopatric	4.947	7.156	3.088	0.779	1.3471	0.7771	0.02382866	84.19047619	5.325	0.010280841	0.789666667	1.5787	1988	8.1	1.8	2984	7054	16676	32	3.6	1301.448	0.32	1377	6.7	4.4	1152	2994	4891	62	3	153.8285	0.18	0.666666667	35.33333333	42.33333333	28.245	122.649998	20.33	162.470001	0.59	0.42	20.15749975	16.9983335	269.110803	19.75000008	16.62916642	258.0538081	297.6190476	192.5770308	47.7449985	33.2299995	0	0	171.224998	0.173847478	0.754908582	0.125130793	48.575	2.524961359	0.16495839	0.716308947	0.118732663	1.436804069	308	78	1	79	387	79.59	20.16	0.26	20.41343669	14.165
M_PL27_106	M_PL27	M	M_PL22	M	M_PL27_106_M_PL22	sympatric	allopatric	near_allopatric	NA	NA	NA	NA	NA	NA	0.020848634	NA	NA	NA	0.781	2.0483	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.833333333	2.333333333	4.5	14.5	96.18	10.12	116.550003	0.565	0.595	15.92166683	13.46166667	168.7403692	13.17416667	10.51583333	109.2256564	332.6330532	350.140056	24.2200005	14.48	3.694462662	3.425774468	120.8	0.124410121	0.825225204	0.086829685	24.62	3.906580016	0.120033113	0.796192053	0.083774834	1.672651968	369	57	6	63	432	85.42	13.19	1.39	14.58333333	16.645
M_PL27_106	M_PL27	M	M_PL27	M	M_PL27_106_M_PL27	sympatric	sympatric	sympatric	0.291	0.291	0.387	0.051	0.051	0.0877	0.049104595	91.20879121	10.375	0.002392254	0.822666667	1.7947	7205	86.2	194.9	7827	17250	33345	166	5.8	1479.949	0.36	6051	158.6	1000.1	3566	12559	12903	68	10.2	3645.8395	0.1	3	21	68	20.1600005	109.509998	14.9349995	140.4199985	0.635	0.555	19.8333335	14.6625	228.4437848	19.16333333	14.16666683	213.1950446	122.5490196	315.1260504	38.9099995	28.4049995	2.418193742	2.283849645	144.604998	0.143569297	0.779874656	0.106359491	35.095	3.120387463	0.139414272	0.757304378	0.103281351	1.369829262	606	13	5	18	624	97.12	2.08	0.8	2.884615385	19.08666667
M_PL27_106	M_PL27	M	NM_PL14	NM	M_PL27_106_NM_PL14	allopatric	allopatric	far_allopatric	2.475	18.434	0.276	0.32	2.679	0.105	0.027259867	87.75510204	7.167	0.001872796	0.841333333	2.3833	5206	79.2	3.7	3835	11693	18526	109	9.6	4160.594	0.42	3134	95.3	3.8	1352	10315	14803	55	9.7	1383.6515	0.19	0.666666667	31	47.33333333	16.745	99.814999	15.0050005	131.66	0.54	0.555	17.02083325	14.16833333	189.9270709	15.8941665	14.25666675	179.9079233	280.1120448	420.1680672	40.6200005	34.1199985	0.940408678	0.671720484	131.5649995	0.127183655	0.758126986	0.1139678	31.7500005	3.143779447	0.127275492	0.758674415	0.114050094	1.19050417	358	7	93	100	458	78.17	1.53	20.31	21.83406114	14.72
M_PL27_106	M_PL27	M	NM_PL35	NM	M_PL27_106_NM_PL35	allopatric	allopatric	far_allopatric	3.091	17.563	2.768	0.4336	2.9042	0.4448	0.016138135	78.85245902	3.729	0.007055477	0.7925	1.2635	1606	13	1.3	3459	8824	19233	64	4.3	1078.043	0.45	1259	7	3	1340	5072	8423	56	3.5	267.752	0.21	0.666666667	33.66666667	45.33333333	18.545	89.9749985	13.695	112.1650005	0.445	0.455	18.86916683	15.37416658	228.5472865	18.153334	14.86166675	213.4440553	280.1120448	245.0980392	32.4399995	24.125	1.477785065	0.201516145	122.2149985	0.16533678	0.802166434	0.12209691	32.24	2.790787795	0.151740787	0.736202591	0.112056623	1.344663192	337	116	27	143	480	70.21	24.17	5.62	29.79166667	14.84333333
M_PL27_107	M_PL27	M	M_PL22	M	M_PL27_107_M_PL22	sympatric	allopatric	near_allopatric	2.869	2.869	2.839	0.7245	0.7245	0.6924	0.016959231	80.6779661	4.175	0.00601467	0.8	2.3003	7517	87.6	379.1	3808	12452	10964	41	11.6	4324.312	0.3	2502	50.8	101.1	2789	3553	12128	13	3.1	285.1535	0.25	1	8	18.66666667	14.075	114.4900015	13.94	139.4749985	0.65	0.645	16.25583342	13.74916667	176.2137459	14.93333342	13.17583333	155.7987539	507.7030812	297.6190476	39.6999985	26.384999	2.686881936	0.470204339	142.5050015	0.100914143	0.820863974	0.099946228	28.015	4.0867393	0.098768463	0.803410409	0.097821128	1.50464279	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
M_PL27_107	M_PL27	M	M_PL27	M	M_PL27_107_M_PL27	sympatric	sympatric	sympatric	0.01	31.731	1.312	NA	6.181	0.336	0.047929332	84.07534247	5.28	0.002410881	0.826666667	3.872	20980	187.6	57.5	7985	22900	18647	32	3.8	796.859	0.21	6611	46.6	200.4	2618	2636	14417	32	4.6	157.887	0.17	0.666666667	16.33333333	80	20.2700005	109.535	16.21	144.269997	0.68	0.575	17.02999992	14.6275	196.2518626	16.78666667	14.14333333	186.3494326	210.0840336	297.6190476	42.115	38.9799995	0.268688194	0	146.0150005	0.140500457	0.75923617	0.112358774	36.4800005	3.002604126	0.138821357	0.750162652	0.111015991	1.080425873	1144	16	11	27	1171	97.69	1.37	0.94	2.305721605	16.53833333
M_PL27_107	M_PL27	M	NM_PL14	NM	M_PL27_107_NM_PL14	allopatric	allopatric	far_allopatric	10.033	11.77	1.031	0.958	1.491	0.216	0.032221029	90.65849923	9.705	0.003502332	0.827333333	2.0097	10563	85.6	1.3	6211	18379	19424	62	7.9	845.647	0.57	4129	36.4	9.1	1824	3639	17377	57	11.4	977.461	0.73	2	6.333333333	30.33333333	18.99	103.4750025	15.295	133.2950055	0.715	0.705	15.765	14.785	182.9830851	16.45250008	14.26250008	184.9461245	280.1120448	385.1540616	31.249999	23.01	0.537376387	0	137.7600025	0.142465953	0.776285669	0.114745485	34.285	3.018083783	0.13784843	0.75112515	0.111026421	1.358105128	585	16	9	25	610	95.9	2.62	1.48	4.098360656	16.13166667
M_PL27_107	M_PL27	M	NM_PL35	NM	M_PL27_107_NM_PL35	allopatric	allopatric	far_allopatric	3.122	3.122	2.481	0.6064	0.6064	0.5076	0.022234023	84.80392157	5.581	0.007723486	0.779333333	1.6987	1992	8.6	2.8	2054	4556	14470	41	4.3	1858.645	0.39	1928	5.3	3.7	1990	3429	9846	71	5.3	507.8075	0.29	1.5	28.5	20	15.55	115.265003	13.87	141.8099975	0.595	0.585	16.7683335	14.7725	194.6226876	16.95916642	14.33333333	192.0122486	350.140056	350.140056	43.199999	29.58	0	0	144.685003	0.109653764	0.812812954	0.097806926	29.42	3.917913086	0.107474857	0.796661718	0.095863425	1.460446214	740	26	2	28	768	96.35	3.39	0.26	3.645833333	17.73666667
